Threshold 10,Threshold 20,Threshold 30,F2 10,F2 20,F2 30,Precision 10,Precision 20,Precision 30,Recall 10,Recall 20,Recall 30,FN 10,FN 20,FN 30,FP 10,FP 20,FP 30,Weighted F2,Mean precision,Mean recall,Total false negatives,Total false positives
0.29,0.29,0.27,0.9310344827586207,0.9424242424242424,0.9364754098360656,0.7714285714285715,0.7974358974358975,0.7879310344827586,0.9818181818181818,0.9873015873015873,0.9827956989247312,3,4,8,48,79,123,0.9355395960737961,0.7855985011157426,0.9839718226815002,15,250
0.3,0.3,0.21,0.933179723502304,0.9416767922235723,0.9321689683184401,0.7788461538461539,0.8031088082901554,0.7624584717607974,0.9818181818181818,0.9841269841269841,0.9870967741935484,3,5,6,46,76,143,0.9355266930819118,0.781471144632369,0.9843473133795714,14,265
0.3,0.3,0.19,0.933179723502304,0.9416767922235723,0.9320663162151235,0.7788461538461539,0.8031088082901554,0.7520391517128875,0.9818181818181818,0.9841269841269841,0.9913978494623656,3,5,4,46,76,152,0.9355061626612484,0.7779980379497323,0.9857810051358439,12,274
0.3,0.27,0.25,0.933179723502304,0.9401451027811366,0.9341782502044155,0.7788461538461539,0.7893401015228426,0.7798634812286689,0.9818181818181818,0.9873015873015873,0.9827956989247312,3,4,8,46,83,129,0.9354690426263761,0.7826832455325551,0.9839718226815002,15,258
0.3,0.29,0.23,0.933179723502304,0.9424242424242424,0.930753564154786,0.7788461538461539,0.7974358974358975,0.7680672268907563,0.9818181818181818,0.9873015873015873,0.9827956989247312,3,4,8,46,79,138,0.9354678473093819,0.7814497593909359,0.9839718226815002,15,263
0.28,0.28,0.25,0.9324942791762013,0.9412832929782083,0.9341782502044155,0.7616822429906542,0.7933673469387755,0.7798634812286689,0.9878787878787879,0.9873015873015873,0.9827956989247312,2,4,8,51,81,129,0.9354677775224463,0.7783043570526994,0.9859920247017021,14,261
0.3,0.3,0.18,0.933179723502304,0.9416767922235723,0.9318273497377975,0.7788461538461539,0.8031088082901554,0.7463651050080775,0.9818181818181818,0.9841269841269841,0.9935483870967742,3,5,3,46,76,157,0.9354583693657833,0.7761066890481289,0.98649785101398,11,279
0.28,0.28,0.28,0.9324942791762013,0.9412832929782083,0.9339080459770115,0.7616822429906542,0.7933673469387755,0.7899305555555556,0.9878787878787879,0.9873015873015873,0.978494623655914,2,4,10,51,81,121,0.9354137366769655,0.7816600484949952,0.9845583329454297,16,253
0.3,0.3,0.17,0.933179723502304,0.9416767922235723,0.9315895372233401,0.7788461538461539,0.8031088082901554,0.7408,0.9818181818181818,0.9841269841269841,0.9956989247311828,3,5,2,46,76,162,0.9354108068628918,0.7742516540454365,0.9872146968921163,10,284
0.3,0.28,0.21,0.933179723502304,0.9412832929782083,0.9321689683184401,0.7788461538461539,0.7933673469387755,0.7624584717607974,0.9818181818181818,0.9873015873015873,0.9870967741935484,3,4,6,46,81,143,0.9354086433083025,0.7782239908485756,0.9854055144377725,13,270
