Candidate,Safety offset,MAE,RMSE,R2,NASA Score,Near-failure MAE,Late prediction rate,Maximum overprediction,Mean residual
Ridge — Current Cycle | alpha=0.01,80.0,72.73835897307623,97.55509101781917,0.2278492875931627,614493966798.1345,14.28728899753497,0.10059652928416486,107.63644070954047,-68.84139446152915
Ridge — Current Cycle | alpha=0.01,82.0,73.92003336096931,98.82637087275975,0.20759374630462868,716691279857.5444,14.342503274780775,0.09327548806941431,105.63644070954047,-70.41036859602599
Ridge — Current Cycle | alpha=0.01,84.0,75.12184751863992,100.10736840510395,0.18691810740105996,835885177417.0303,14.39170589194968,0.08568329718004339,103.63644070954047,-71.97097547082214
Ridge — Current Cycle | alpha=0.01,86.0,76.34428237000935,101.39661354789972,0.16584049877407592,974902385382.2292,14.43707982381225,0.07863340563991324,101.63644070954047,-73.52227648833052
Ridge — Current Cycle | alpha=0.01,88.0,77.5821367204689,102.69203405148687,0.14439027564894868,1137039741910.1533,14.48190887034916,0.07239696312364426,99.63644070954047,-75.06200295246303
Ridge — Current Cycle | alpha=0.01,90.0,78.8312311218828,103.99183865815485,0.12259377062731891,1326142382895.5996,14.523259138105926,0.06670281995661605,97.63644070954047,-76.58903485078456
Ridge — Current Cycle | alpha=0.01,92.0,80.09104431592674,105.29678266727404,0.10043530446836235,1546694946170.138,14.562922551417177,0.06182212581344902,95.63644070954047,-78.10463015548324
Ridge — Current Cycle | alpha=0.01,94.0,81.35847574288822,106.6074931755809,0.07790076427399883,1803927922752.3967,14.604584911264752,0.056670281995661605,93.63644070954047,-79.60867465966349
Ridge — Current Cycle | alpha=0.01,96.0,82.63088210821842,107.92184364445191,0.05502371149150498,2103941680831.7295,14.649997581776068,0.05233188720173536,91.63644070954047,-81.10031027698517
Ridge — Current Cycle | alpha=0.01,98.0,83.91554265278,109.24172796660774,0.031768245539478435,2453851155737.085,14.688707259195423,0.04718004338394794,89.63644070954047,-82.58235344405894
Ridge — Current Cycle | alpha=0.01,100.0,85.20335658412861,110.56210188513495,0.00822131016102734,2861954553476.8486,14.722063644901205,0.04229934924078091,87.63644070954047,-84.05018287576665
Random Forest — Temporal,0.0,42.4204651167615,63.35105813448061,0.6743808442639575,5401314329.093798,4.847851908819608,0.533351409978308,205.44946190476202,-9.229799144201609
Random Forest — Temporal,2.0,42.376425328065594,63.67313636697601,0.671061517379968,4548728857.457123,4.2413994856319714,0.48400216919739697,203.44946190476202,-11.226817309000491
Random Forest — Temporal,4.0,42.53361104019814,64.05524592261926,0.6671016785515071,3871730599.946395,4.670649722064279,0.43329718004338397,201.44946190476202,-13.207942820867613
Random Forest — Temporal,6.0,42.828201526777285,64.4954574392949,0.6625103533257286,3341990113.0062404,5.6013643694104855,0.40211496746203906,199.44946190476202,-15.172189256219578
Random Forest — Temporal,8.0,43.20325735512483,64.99185498770458,0.6572952965068433,2936895155.7169123,6.716590978968674,0.3858459869848156,197.44946190476202,-17.121514379221484
Random Forest — Temporal,10.0,43.62737504675891,65.54207933549775,0.6514680226060416,2638611126.1165123,7.7733432129943365,0.3690347071583514,195.44946190476202,-19.054434392959763
Random Forest — Temporal,12.0,44.10366720149105,66.1438583746818,0.645038501048993,2433327906.8264523,8.74892140793806,0.3500542299349241,193.44946190476202,-20.971794425601963
Random Forest — Temporal,14.0,44.64821343185686,66.79528067111265,0.6380123467878607,2310661999.3016453,9.682428315350228,0.330531453362256,191.44946190476202,-22.875468550187307
Random Forest — Temporal,16.0,45.25982584557591,67.4938688931596,0.6304009496536793,2263188921.562641,10.564926869737707,0.306941431670282,189.44946190476202,-24.764310496668838
Random Forest — Temporal,18.0,45.94840841176311,68.23712006329184,0.6222159848803863,2286085923.725022,11.380659664484906,0.2866052060737527,187.44946190476202,-26.63817544289926
Random Forest — Temporal,20.0,46.68751424331903,69.02161692352999,0.6134795668262703,2376869225.6294746,12.074668221415877,0.272234273318872,185.44946190476202,-28.494282233932985
Random Forest — Temporal,22.0,47.4641726468371,69.84431616121675,0.6042104360167444,2535213663.3849144,12.616658384976763,0.2573210412147505,183.44946190476202,-30.329614774748567
Random Forest — Temporal,24.0,48.27820162049982,70.70403204482568,0.5944068966731529,2762845523.2490153,13.062908478738025,0.2445770065075922,181.44946190476202,-32.14838857321156
Random Forest — Temporal,26.0,49.12812328201887,71.59923407357925,0.5840712387924072,3063502042.6536245,13.420533521091423,0.23318872017353579,179.44946190476202,-33.952786332977304
Random Forest — Temporal,28.0,50.016827047047386,72.52920350108283,0.5731964570414794,3442953383.4587708,13.714340280239618,0.22044468546637744,177.44946190476202,-35.746407670628805
Random Forest — Temporal,30.0,50.93380078721864,73.490171325736,0.5618117586116458,3909084861.4978714,13.926338100011712,0.20959869848156182,175.44946190476202,-37.52429537770933
Random Forest — Temporal,32.0,51.871803174952035,74.47793924145692,0.5499533818835188,4472039277.010975,14.050593048748437,0.20092190889370934,173.44946190476202,-39.2811642696953
Random Forest — Temporal,34.0,52.82376322086019,75.49223384354951,0.5376117892716683,5144420891.746545,14.138030764168919,0.19224511930585683,171.44946190476202,-41.02233009393146
Random Forest — Temporal,36.0,53.808696399494806,76.53301972459448,0.5247743226285626,5941564380.855659,14.213662136155056,0.18058568329718006,169.44946190476202,-42.751786912584656
Random Forest — Temporal,38.0,54.83333871760497,77.59900450995355,0.5114438334159893,6881873954.934566,14.267638071965294,0.16594360086767895,167.44946190476202,-44.46998894854403
Random Forest — Temporal,40.0,55.90777889888386,78.68923623180726,0.497619400785267,7987239748.67117,14.313742805397565,0.1504880694143167,165.44946190476202,-46.17808272942199
Random Forest — Temporal,42.0,57.02890893723661,79.80247766241897,0.4833041776418371,9283540525.200747,14.357538081433733,0.13828633405639915,163.44946190476202,-47.87622484637992
Random Forest — Temporal,44.0,58.1978669406735,80.93873667221628,0.46848559097702236,10801243943.331549,14.41235003139677,0.12418655097613883,161.44946190476202,-49.566921034272234
Random Forest — Temporal,46.0,59.40429784325873,82.09540774991761,0.45318561867633667,12576118036.093311,14.458052632439614,0.113882863340564,159.44946190476202,-51.24744552204347
Random Forest — Temporal,48.0,60.63712781812846,83.2702393444429,0.4374231908275401,14650070438.544962,14.50900240761801,0.10385032537960955,157.44946190476202,-52.91638926563632
Random Forest — Temporal,50.0,61.89165779484593,84.45996242567212,0.42123272455805383,17072134816.237469,14.55824558747665,0.09571583514099784,155.44946190476202,-54.57105141042212
Random Forest — Temporal,52.0,63.158818785480875,85.66182499885353,0.4046438490560429,19899627835.586334,14.612792499919047,0.08947939262472886,153.44946190476202,-56.208625232305494
Random Forest — Temporal,54.0,64.43634325897118,86.87454053046358,0.38766759817642393,23199503336.395294,14.665604780609929,0.08351409978308026,151.44946190476202,-57.829426494318525
Random Forest — Temporal,56.0,65.72615194382777,88.09985826380209,0.3702725583104096,27049936238.68483,14.712916608566918,0.07727765726681128,149.44946190476202,-59.43847736052199
Random Forest — Temporal,58.0,67.0294148172091,89.33687185582384,0.3524643512498251,31542173263.855583,14.760228436523906,0.07022776572668113,147.44946190476202,-61.03545979776665
Random Forest — Temporal,60.0,68.34379245831407,90.58154130378492,0.3342953171087101,36782693069.19301,14.804824513891596,0.06399132321041215,145.44946190476202,-62.61711813005482
Random Forest — Temporal,62.0,69.6597020244796,91.83448107078802,0.315751660574606,42895731476.18925,14.847835266579768,0.06182212581344902,143.44946190476202,-64.1843791042325
Random Forest — Temporal,64.0,70.97450249551302,93.09622389123055,0.2968202895527725,50026224023.187096,14.89084601926794,0.05856832971800434,141.44946190476202,-65.73998772673632
Random Forest — Temporal,66.0,72.28846556413846,94.36618867922188,0.2775046949840001,58343242242.96624,14.932431296019212,0.056127982646420826,139.44946190476202,-67.2838097821274
Random Forest — Temporal,68.0,73.59968135001407,95.64154339195491,0.25784374650409636,68044001313.43509,14.963166294378082,0.05233188720173536,137.44946190476202,-68.81112357213826
Random Forest — Temporal,70.0,74.91002665154419,96.92286365245789,0.23782504473757915,79358538213.73294,14.97808249686531,0.04880694143167028,135.44946190476202,-70.32366325594961
Random Forest — Temporal,72.0,76.21368876655627,98.20682721317571,0.21749781223773046,92555162616.63884,14.99098572267176,0.04718004338394794,133.44946190476202,-71.81814042533095
Random Forest — Temporal,74.0,77.5032168050669,99.49286856573748,0.1968695267088586,107946824044.66093,14.997630289534923,0.04609544468546638,131.44946190476202,-73.29415251586174
Random Forest — Temporal,76.0,78.77963023019605,100.77947794937333,0.1759635770442355,125898527936.22592,15.0,0.045010845986984814,129.44946190476202,-74.75192557525463
Random Forest — Temporal,78.0,80.04145635724356,102.06582115627326,0.15479342366967985,146835996051.75073,15.0,0.04338394793926247,127.44946190476202,-76.19147217210616
Random Forest — Temporal,80.0,81.29554408708101,103.35403328898964,0.1333234257740905,171255760614.10797,15.0,0.04175704989154013,125.44946190476202,-77.6163235734896
Random Forest — Temporal,82.0,82.54433314281911,104.6446979720554,0.11154250115841624,199736938129.55658,15.0,0.04067245119305857,123.44946190476202,-79.02937449561985
Random Forest — Temporal,84.0,83.78432926182693,105.93747878244646,0.08945489208613988,232954964091.16394,15.0,0.0398590021691974,121.44946190476202,-80.4307409581874
Random Forest — Temporal,86.0,85.01245108864833,107.22910241321462,0.06711622265060535,271697607520.88318,15.0,0.039045553145336226,119.44946190476202,-81.81721755953032
Random Forest — Temporal,88.0,86.22988754687181,108.51925719113815,0.04453270876381765,316883657306.5395,15.0,0.03850325379609545,117.44946190476202,-83.18945759606869
Random Forest — Temporal,90.0,87.44024259523692,109.81127786927713,0.021645852451405045,369584715291.93896,15.0,0.03714750542299349,115.44946190476202,-84.55101426955963
Random Forest — Temporal,92.0,88.64584634849679,111.1040686620342,-0.0015257642782231517,431050598681.90326,15.0,0.03552060737527115,113.44946190476202,-85.90170191317627
Random Forest — Temporal,94.0,89.8446000935499,112.3950110765095,-0.024934869233201207,502738969764.12885,15.0,0.033622559652928416,111.44946190476202,-87.23943949856648
Random Forest — Temporal,96.0,91.03754195527173,113.68313032025021,-0.04856231865225569,586349938356.9849,15.0,0.031182212581344904,109.44946190476202,-88.56309826686335
Random Forest — Temporal,98.0,92.22653766851576,114.97063177358821,-0.0724474854720416,683866357241.4619,15.0,0.03091106290672451,107.44946190476202,-89.87585407892638
Random Forest — Temporal,100.0,93.40427868737663,116.25584349738398,-0.09655844184104434,797600827279.1904,15.0,0.02928416485900217,105.44946190476202,-91.17544916757433
