Threshold 10,Threshold 20,Threshold 30,Total asymmetric cost,Total false positives,Total false negatives,Mean recall,Mean F1
0.05,0.05,0.02,464.0,450,2,0.9985663082437276,0.8155208308572425
0.30000000000000004,0.06999999999999999,0.06999999999999999,464.0,287,15,0.9775171065493646,0.8698947264614509
0.30000000000000004,0.08,0.06999999999999999,464.0,287,15,0.9775171065493646,0.8698947264614509
0.30000000000000004,0.09,0.06999999999999999,464.0,287,15,0.9775171065493646,0.8698947264614509
0.30000000000000004,0.09999999999999999,0.06999999999999999,464.0,287,15,0.9775171065493646,0.8698947264614509
0.2,0.15,0.04,465.0,282,16,0.9777001970550359,0.8752471515063314
0.2,0.2,0.04,465.0,282,16,0.9777001970550359,0.8752471515063314
0.09999999999999999,0.04,0.02,468.0,454,2,0.9985663082437276,0.8226729881141646
0.40000000000000013,0.15,0.08,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.15,0.09,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.15,0.09999999999999999,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.2,0.08,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.2,0.09,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.2,0.09999999999999999,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.25,0.08,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.25,0.09,468.0,211,22,0.9681856972179551,0.9002528910842318
0.40000000000000013,0.25,0.09999999999999999,468.0,211,22,0.9681856972179551,0.9002528910842318
0.25,0.15,0.03,469.0,278,16,0.9763968409129699,0.8799132950323209
0.25,0.2,0.03,469.0,278,16,0.9763968409129699,0.8799132950323209
0.25,0.25,0.03,469.0,278,16,0.9763968409129699,0.8799132950323209
0.25,0.15,0.05,471.0,273,17,0.9756799950348337,0.8807981179111749
0.25,0.15,0.060000000000000005,471.0,273,17,0.9756799950348337,0.8807981179111749
0.25,0.2,0.05,471.0,273,17,0.9756799950348337,0.8807981179111749
